id_persona|nivel_estudio|institucion|colegio|adeuda_materias_secundario|titulo|razon_abandono
18572|Universitario|FASTA||||
18616|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA NRO. 1||BACHILLER EN CIENCIAS SOCIALES|
18642|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
18642|Secundario||ESCUELA POLIMODAL NRO. 2 FLORENTINO AMEGHINO||BACHILLERATO|
18664|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||BACHILLER|
18667|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||Bachiller modalidad Ciencias Naturales|
18667|Secundario||Ernesto Sabato|N||
18688|Secundario||COLEGIO SAGRADA FAMILIA||HUMANIDADES Y CIENCIAS SOCIALES|
18688|Secundario||INSTITUTO SAGRADA FAMILIA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
18688|Universitario|UNICEN||||
18731|Secundario||ESCUELA AGRARIA NRO. 1||BACHILLER AGROPECUARIO|
18797|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
18866|Secundario||INSTITUTO SECUNDARIO DE RAUCH||BACHILLERATO|
18866|Secundario||INSTITUTO SECUNDARIO DE RAUCH||BACHILLER EN CIENCIAS SOCIALES|
18870|Secundario||ESCUELA TECNICA NRO. 1||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
18870|Secundario||ESCUELA TECNICA NRO. 1||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
18913|Secundario||COLEGIO JUAN JOSE PASSO||BACHILLER|
18913|Superior|TEA||||
18913|Universitario|Universidad de Belgrano||||
18937|Secundario||SISTEMA VIRTUAL DE FORMACION A DISTANCIA||BACHILLER|
18947|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES|
18947|Superior|ICA (Instituto de Capacitacion Aduanera)||||
18947|Superior|INSTITUTO DE CAPACITACION ADUANERA||||
18960|Secundario||CENS 016||PERITO AUXILIAR EN ACCION SOCIAL|
18960|Secundario||CENS 018||PERITO AUXILIAR EN ACCION SOCIAL|
18960|Universitario|unicen||||
18966|Secundario||ESCUELA DE EDUCACION MEDIA NRO.11 ARTE 3 CENTRO POLIVALENTE DE ARTE DE TANDIL||BACHILLER EN ARTES|
18967|Secundario||ESCUELA POLIMODAL NRO. 4||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
18967|Secundario||ESCUELA POLIMODAL NRO. 4||Polimodal Especialidad Ciencias Exactas y Naturales|
18967|Universitario|UNICEN||||
18968|Secundario||ESCUELA  DE EDUCACION TECNICA NRO.3||BACHILLER CONTABLE C/ORIENTACION EN COMPUTACION|
18969|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||Bachiller en la Mod.Producción de Bienes y Servicios/Técnico en Informática Personal y Profesional|
19116|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
19116|Secundario||Tandil|N||
19118|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||Bach.Modalidad Econ.y Gestión de las Org.y  Técnico en Gestión Organizacional|
19118|Superior|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Licenciado en Tecnología Ambiental|
19119|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||Bach.Modalidad Econ.y Gestión de las Org.y  Técnico en Gestión Organizacional|
19120|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO.11-POLIVALENTE DE ARTE||BACHILLER EN ARTE-MUSICA|
19120|Universitario|Facultad De Ciencias Exactas, Unicen||||
19197|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||TÉCNICO EN COMPUTACION|
19199|Desconoce|Argentina Programa||N|Full Stack Developer|Por trabajo
19199|Desconoce|Argentina Programa||N|Seprogramar. Introducción A La Programación Web|
19199|Desconoce|Centro De Formación Profesional||N|Comunicación Social|
19199|Desconoce|Centro De Formación Profesional N°401||N|Auxiliar En Atención Al Público En Instituciones De Salud|
19199|Desconoce|Centro De Formación Profesional N° 403||N|Manipulación Segura De Alimentos|
19199|Desconoce|Centro De Formación Profesional N° 403||N|Programación Web|
19199|Desconoce|Cruz Roja Argentina Filial Tandil||N|Técnicas Básicas En Primeros Auxilios Y Reanimación Cardiopulmonar|
19199|Desconoce|Ministerio De Salud De La Nación. Programa Remediar||N|Cuatro Cursos De Primer Nivel De Atención. Operatoria Del Programa Remediar|
19199|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
19199|Superior|Instituto||||
19199|Universitario|Centro Universitario De Idiomas. Pearson Inglesh Portal||N|Ingles Técnico Para Desarrolladores De Softwore Del Cui A1.2|
19208|Secundario||ESCUELA NACIONAL DE COMERCIO||BACHILLER EN CIENCIAS NATURALES|
19214|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||Bachiller en Arte - Artes Visuales|
19232|Secundario||INSTITUTO SAGRADA FAMILIA||BACHILLER MODALIDAD HUMANIDADES Y CIENCIAS SOCIALES|
19243|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER ARTIST. MUSICAL ESP.EN INSTRUMENTO Y CORO|
19243|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER CON ORIENTACION MUSICAL.|
19243|Superior|CODER HOUSE||||
19289|Secundario||CENTRO EDUCATIVO NIVEL SECUNDARIO Nº 451||Bachiller con Orientación en Ciencias Sociales Especializado en Gestión de Políticas Públicas|
19289|Universitario|UNICEN||||
19312|Secundario||INSTITUTO EXCELSIOR||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
19331|Secundario||COLEGIO SAN CAYETANO||BACHILLER EN CIENCIAS NATURALES|
19331|Universitario|UNICEN||||
19349|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||ARTE, DISEÑO Y COMUNICACIONES|
19349|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||ARTE, DISEÑO Y COMUNICACIONES|
19422|Secundario||ESCUELA DE EDUCACION MEDIA N°1 MINISTRO ZARINI||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
19433|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº 3 DR.BENITO JUAREZ||BACHILLER EN EDUCACION FISICA|
19438|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 1|N|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN|
19450|Secundario||INSTITUTO NTRA.SRA.DEL ROSARIO||BACHILLER EN CIENCIAS SOCIALES|
19453|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO MECÁNICO ELECTRICISTA|
19548|Secundario||ESCUELA POLIMODAL NRO. 1 ARMADA ARGENTINA||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
19549|Secundario||COLEGIO SAN JOSE||BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS Y SOCIALES|
19549|Superior|IPAT Instituto de Profesorado de Arte N°4||||
19556|Secundario||COLEGIO CARMEN AURELIANA MICHEO||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
19568|Secundario||ESCUELA TECNICA NRO. 3||ARTE, DISEÑO Y COMUNICACIONES|
19599|Secundario||COLEGIO NUESTRA TIERRA||BACHILLER EN CIENCIAS NATURALES|
19599|Secundario||COLEGIO NUESTRA TIERRA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
19599|Universitario|FACULTAD DE CIENCIAS HUMANAS||||
19599|Universitario|Técnico en Diagramación de Circuitos Turísticos||||
19635|Secundario||COLEGIO LIBERTAS||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
19635|Universitario|Unicen||||
19635|Universitario|UNICEN GUÍA DE TURISMO||||
19669|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
19669|Secundario||ESCUELA POLIMODAL NRO. 2 FLORENTINO AMEGHINO||BACHILLER ADMINISTRATIVO C/ESP. EN ADMINISTRACION CONTABLE|
19669|Superior|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Ingeniero de Sistemas|
19679|Secundario||INSTITUTO SAGRADA FAMILIA||BACHILLER CON ESPECIALIZACION EN CIENCIAS ECONOMICAS|
19679|Secundario||INSTITUTO SAGRADA FAMILIA||PERITO MERCANTIL AUXILIAR CONTABLE|
19679|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
19754|Secundario||INSTITUTO PATAGONICO||BACHILLER COMUN|
19807|Secundario||COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO||BACHILLER CON CAPACITACION LABORAL EN ECON. Y GESTION DE LAS ORGAN.|
19808|Secundario||COL. NACIONAL MONS. DR. PABLO CABRERA||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
19808|Superior|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Ingeniero de Sistemas|
19813|Secundario||ESCUELA NACIONAL ERNESTO SABATO||NIVEL POLIMODAL - MODALIDAD:  ARTE, COMUNICACIÓN Y DISEÑO|
19813|Superior|Facultad de Ciencias Humanas - UNICEN||N|Licenciado en Ciencias de la Educación - Ciclo de Licenciatura|Dificultades de adaptación en la institución
19813|Superior|Instituto Superior de Formación Docente y Técnica nº10||||
19834|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||Bachiller Modalidad Ciencias Naturales|
19835|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||NIVEL POLIMODAL - MODALIDAD:  ARTE, COMUNICACIÓN Y DISEÑO|
19835|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
19836|Secundario||ESCUELA POLIMODAL NRO. 3 CARMELO SANCHEZ||Polimodal Especialidad Ciencias Exactas y Naturales|
19836|Universitario|Universidad Nacional del Centro de la Pcia de Bs As||||
19837|Secundario||SANTO DOMINGO SAVIO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
19838|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||PERITO COMERCIAL ESPECIALIZADO EN TÉCNICAS BANCARIAS E IMPOSITIVAS|
19838|Secundario||ESCUELA NACIONAL ERNESTO SABATO|N|Bachillerato En Ciencias De La Naturaleza|
19838|Superior|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Licenciado en Tecnología Ambiental|
19839|Secundario||ENET NO. 1 PLOTTIER|||
19839|Superior|Conservatorio Isaías Orbe||||
19841|Secundario||ESCUELA POLIMODAL NRO. 25 CHACRA DE PERDRIEL||MODALIDAD CIENCIAS NATURALES|
20031|Secundario||COLEGIO SAGRADA FAMILIA||BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES|
20031|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
20031|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
20070|Secundario||INSTITUTO DON BOSCO||BACHILLER EN CIENCIAS SOCIALES|
20070|Universitario|Unicen||||
20103|Secundario||INSTITUTO SIERRAS BAYAS DIPREGEP 4542||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
20123|Secundario||ESCUELA POLIMODAL NRO. 2 GRAL BARTOLOME MITRE||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
20123|Universitario|FACULTAD CIENCIAS HUMANAS||||
20158|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||BACHILLER EN CIENCIAS NATURALES|
20204|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER Y TÉCNICO EN INFORMATICA|
20204|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO EN COMPUTACION|
20204|Superior|Universidad Barrial (villa aguirre)||||
20210|Secundario||ESCUELA POLIMODAL NRO. 2 HIPOLITO YRIGOYEN||BACHILLER EN CIENCIAS NATURALES|
20237|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 1 LUCIO V. MANSILLA||BACHILLER CON ORIENTACION EN ADMINISTRACION DE EMPRESAS|
20237|Secundario||ESCUELA POLIMODAL NRO. 1 LUCIO V MANSILLA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
20265|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER CON MODALIDAD EN CIENCIAS NATURALES|
20275|Secundario||ESCUELA SECUNDARIA Nº1 LUCIO V MANSILLA||BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS Y SOCIALES|
20275|Superior|IPAT||||
20276|Secundario||INSTITUTO MONS. CESAR CANEVA||BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN|
20276|Secundario||INSTITUTO MONS. CESAR CANEVA||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
20276|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
20282|Secundario||ESCUELA NACIONAL DE COMERCIO||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
20282|Secundario||ESCUELA POLIMODAL NRO. 8 FUERTE DE LA INDEPENDENCIA||BACHILLER CON MODALIDAD EN CIENCIAS NATURALES|
20286|Secundario||ESCUELA DE EDUCACION SECUNDARIA NUESTRA SEÑORA DEL ROSARIO||BACHILLER EN CIENCIAS SOCIALES|
20286|Universitario|Universidad Nacional del Centro||||
20296|Secundario||ESCUELA POLIMODAL NRO. 5 ESTEBAN ECHEVERRIA (EX COLEGIO NAC.)||BACHILLER ADMINISTRATIVO C/ESP. EN ADMINISTRACION CONTABLE|
20296|Secundario||ESCUELA POLIMODAL NRO. 5 ESTEBAN ECHEVERRIA (EX COLEGIO NAC.)||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
20311|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
20311|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||PERITO MERCANTIL ESPECIALIZADO EN ADMINISTRACIÓN DE EMPRESAS|
20370|Secundario||INSTITUTO INMACULADA CONCEPCION||BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS Y SOCIALES|
20375|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
20375|Secundario||INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ||Perito Mercantil con orientación en Administración y Contabilidad|
20387|Secundario||INSTITUTO SAGRADA FAMILIA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
20398|Secundario||ESCUELA DE EDUCACION MEDIA NRO.3 DR. BENITO JUAREZ||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
20398|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO. 3 DR.BENITO JUAREZ||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
20405|Secundario||ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO||BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS|
20407|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER CON ORIENTACION ARTISTICA ESP. EN CERAMICA|
20407|Superior|INSTITUTO 75||||
20424|Secundario||ESCUELA DE EDUCACION AGRARIA N°1 DR. RAMON SANTAMARINA||BACHILLER AGRARIO|
20424|Secundario||ESCUELA DE EDUCACION AGRARIA N°1 DR. RAMON SANTAMARINA||BACHILLER AGROTÉCNICO|
20430|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER CON ORIENTACION ARTISTICA ESP. EN CERAMICA|
20430|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER CON ORIENTACION EN ARTES PLASTICAS|
20430|Superior|INSTITUTO 75||||
20441|Secundario||ALFONSINA STORNI||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
20441|Universitario|UNICEN||||
20614|Secundario||ESCUELA DE EDUCACION SECUNDARIA TECNICA NRO. 2 ING. FELIPE SENILLOSA||Bachiller Mod.Prod.de Bienes y Servicios Art.con equipos e inst. electromecánicas|
20614|Superior|Instituto De Educ Sup Tandil||||
20709|Secundario||ESCUELA DE EDUCACION MEDIA N° 1||Polimodal Especialidad Ciencias Exactas y Naturales|
20709|Superior|Instituto Superior de Formación Docente Nº 10||||
20734|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES|
20734|Superior|Intituto Superior de Formación Docente DiPrEGeP 3671||||
20767|Secundario||INSTITUTO SECUNDARIO ARGENTINO DANES ALTAMIRA||BACHILLER MODALIDAD CIENCIAS NATURALES|
20767|Universitario|Universidad Nacional del Centro de la Pcia. de Bs.As.|||Licenciada en Tecnología Ambietal|
20778|Desconoce|EXACTAS - UNICEN||||
20778|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||BACHILLER EN COMUNICACION SOCIAL|
20787|Secundario||ESCUELA DE EDUCACION SECUNDARIA N° 8 FUERTE DE LA INDEPENDENCIA||BACHILLER EN COMUNICACIÓN|
20787|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
20790|Secundario||AULA SAT. Nº 02: ESC. ADULTOS Nº 34|||
20790|Secundario||Escuela Secundaria Nro 7|N|Bachiller en Arte - Artes Visuales|
20809|Secundario||COLEGIO DE LA SIERRA||BACHILLER MODALIDAD CIENCIAS SOCIALES|
20809|Universitario|Facultad de Ciencias Humanas - UNICEN||N|Profesor de Historia|
20839|Secundario||INSTITUTO NUESTRA SEÑORA DE FÁTIMA|||
20842|Secundario||ESCUELA  DE EDUCACION MEDIA NRO.3 FLORENTINO AMEGHINO|N|BACHILLER EN GESTION Y ADMINISTRACION|
20868|Secundario||ESCUELA AGRARIA NRO. 1 DR. RAMON SANTAMARINA||BACHILLER AGROPECUARIO|
20868|Secundario||ESCUELA AGRARIA NRO. 1 DR. RAMON SANTAMARINA|||
20868|Universitario|Universidad||||
20875|Secundario||ESCUELA POLIMODAL NRO. 7||ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
20875|Universitario|UNICEN||||
20907|Secundario||INSTITUTO CERVANTES||HUMANIDADES Y CIENCIAS SOCIALES|
20919|Secundario||ESCUELA DE EDUCACION AGRARIA NRO. 1 PERITO MORENO||BACHILLER EN CIENCIAS NATURALES|
20920|Secundario||COLEGIO NACIONAL NRO.1||BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
20932|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||BACHILLER EN ARTES|
20971|Secundario||INSTITUTO INMACULADA CONCEPCION||BACHILLER EN CIENCIAS NATURALES|
20997|Secundario||ESCUELA NACIONAL DE COMERCIO|N|Si|
21062|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN|||
21088|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN||BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES|
21088|Universitario|Universidad Nacional Mar Del Plata||||
21115|Secundario||ANEXO I DE ESCUELA SECUNDARIA Nº1||BACHILLER EN CIENCIAS SOCIALES|
21115|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||BACHILLER BILINGüE EN CIENCIAS SOCIALES|
21128|Secundario||ESCUELA DE EDUCACION MEDIA N°6 (EX COLEGIO NACIONAL)||PERITO MERCANTIL C/ESPECI.CONTABLE IMPOS|
21128|Universitario|Unicen||||
21165|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8||BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN|
21175|Secundario||ESCUELA NORMAL NACIONAL SUPERIOR GRAL. JOSÉ DE SAN MARTÍN||BACHILLER CON ESPECIALIZACION EN IDIOMAS|
21175|Universitario|UNICEN||||
21203|Secundario||INSTITUTO FRAY MAMERTO ESQUIU||BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION|
21210|Secundario||ESC. ADULTOS Nº 34||HUMANIDADES Y CIENCIAS SOCIALES|
21236|Secundario||COLEGIO PROVINCIAL NRO 710||HUMANIDADES Y CIENCIAS SOCIALES|
21236|Universitario|UNICEN||||
21236|Universitario|Universidad Siglo 21||||
21291|Secundario||INSTITUTO STELLA MARIS 'ADORATRICES'||Bachiller,  modalidad Economía y Gestión de las Organizaciones|
21291|Superior|Instituto Perito Moreno||||
21413|Secundario||COLEGIO NACIONAL BARTOLOME MITRE|||
21413|Secundario||INSTITUTO INDUSTRIAL PABLO TAVELLI|N|TÉCNICO ELECTROMECANICO|
21438|Universitario|UNCPBA Facultad de Ciencias Exactas||||
21472|Secundario||ESCUELA NORMAL NACIONAL DE MAESTRO DE LAS FLORES BACH. Y COM. DOMINGO F. SARMIENTO||BACHILLER NACIONAL|
21472|Universitario|Unicen||||
21562|Secundario||COLEGIO STO.DOMINGO EN LA SIERRA||BACHILLER BILINGÜE EN CIENCIAS Y LETRAS|
21569|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||TÉCNICO EN COMPUTACION|
21570|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 7||Bachiller,  modalidad Economía y Gestión de las Organizaciones|
21570|Universitario|unicen||||
21588|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 1||Bachiller modalidad Ciencias Naturales|
21591|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8||Perito Mercantil con orientación en Administración y Contabilidad|
21591|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
21592|Secundario||ESCUELA DE ENSEÑANZA MEDIA PARTICULAR AUTORIZADA DE LOS PADRES NRO. 3082||BACHILLER EN INFORMATICA|
21599|Secundario||COLEGIO MONSEÑOR JOSE AMERICO ORZALI|||
21599|Secundario||INSTITUTO EXCELSIOR||Bachiller,  modalidad Economía y Gestión de las Organizaciones|
21626|Secundario||ESCUELA DE EDUCACION SECUNDARIA N° 8 FUERTE DE LA INDEPENDENCIA||BACHILLER EN CIENCIAS NATURALES|
21669|Secundario||ESCUELA NACIONAL ADOLFO PEREZ ESQUIVEL (UNCPBA)||ARTE, DISEÑO Y COMUNICACIONES|
21690|Secundario||ESCUELA DE EDUCACION SECUNDARIA N°1 LUCIO V. MANSILLA||BACHILLER CON ORIENTACION EN CIENCIAS NAT., SALUD Y AMB.|
21690|Universitario|Universidad Nacional del Centro de la provincia de Buenos Aires||||
21714|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||Bachiller en Artes Visuales con Especialidad en Producción-Pintura|
21758|Secundario||ESCUELA DE EDUCACION SECUNDARIA N°1 LUCIO V. MANSILLA||BACHILLER EN CIENCIAS SOCIALES|
21789|Secundario||INSTITUTO ANNA BOTTGER DE GESELL||BACHILLER|
21789|Secundario||INSTITUTO ANNA BOTTGER DE GESELL||BACHILLER NACIONAL|
21789|Universitario|UNMDP||||
21799|Secundario||ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 FUERTE DE LA INDEPENDENCIA||BACHILLER EN COMUNICACIÓN|
21834|Secundario||ESCUELA DE EDUCACION SECUNDARIA Nº18||BACHILLER CIENCIAS SOC. ESPEC. EN MEDIOS DE COMUNICACION|
21834|Secundario||NO ESTA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
21860|Secundario||ESTRELLA DE BELEN||BACHILLER EN COMUNICACIÓN|
21864|Secundario||MONS. DR. AUDINO RODRIGUEZ Y OLMOS|||
21864|Secundario||NO ESTA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
21864|Superior|Universidad Gastronomica de las Americas||||
21925|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8||BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.|
21925|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 8 FUERTE DE LA INDEPENDENCIA||PRODUCCIÓN DE BIENES Y SERVICIOS|
21925|Universitario|UNICEN||||
21948|Secundario||SERVICIO DE EDUCACION A DISTANCIA (SEAD)||BACHILLER CON ORIENTACIÓN EN CIENCIAS SOCIALES Y HUMANIDADES|
21976|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER EN CIENCIAS SOCIALES|
21976|Secundario||ESCUELA POLIMODAL NRO. 10 GRAL JOSE DE SAN MARTIN||BACHILLER EN CIENCIAS SOCIALES|
22000|Secundario||COLEGIO ALEMAN DE TEMPERLEY||BACHILLER EN CIENCIAS SOCIALES|
22000|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER EN CIENCIAS SOCIALES|
22000|Universitario|UNICEN||||
22007|Secundario||Escuela Secundaria Básica N°1|N|Bachiller en Economía y Administración|
22007|Secundario||NO ESTA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
22051|Secundario||Escuela Nacional Ernesto Sabato|N|Ballicher En Ciencias Sociales|
22051|Secundario||NO ESTA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
22063|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO. 1||BACHILLER EN COMUNICACIÓN|
22063|Secundario||ESCUELA POLIMODAL NRO. 1||BACHILLER CIENCIAS SOC. ESPEC. EN MEDIOS DE COMUNICACION|
22063|Superior|escuela de arte||||
22068|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
22068|Secundario||ESCUELA NACIONAL ERNESTO SABATO||BACHILLER EN CIENCIAS NATURALES|
22079|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER Y TÉCNICO EN INFORMATICA|
22079|Secundario||NO ESTA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
22095|Secundario||COLEGIO NACIONAL RAFAEL HERNANDEZ||BACHILLER|
22118|Secundario||ESCUELA DE EDUCACION SECUNDARIA ESTRELLA DE BELEN||BACHILLER EN COMUNICACIÓN|
22118|Superior|Instituto Superior San jose||||
22122|Secundario||ESCUELA DE EDUCACION SECUNDARIA NRO. 3 DR.BENITO JUAREZ||BACHILLER EN CIENCIAS SOCIALES|
22122|Universitario|Universidad Nacional de La Plata||||
22132|Secundario||ESCUELA TECNICA NRO. 3||BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
22157|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO ELECTROMECANICO|
