nombre|carrera|plan|materia|nombre_materia|anio_de_cursada|periodo_dictado|obligatoria
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0003|Algebra I|1|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0004|Ciencias de la Computación I|1|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0005|Introducción a la Programación II|1|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0006|Geometría y Algebra Lineal|1|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0007|Física General|1|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0008|Ciencias de la Computación II|2|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0009|Análisis y Diseño de Algoritmos I|2|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0010|Introducción a la Arquitectura de Sistemas|2|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0011|Análisis Matemático II|2|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0012|Electricidad y Magnetismo|2|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0013|Análisis y Diseño de Algoritmos II|2|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0014|Comunicación de Datos I|2|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0015|Probabilidades y Estadística|2|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0016|Electrónica Digital|2|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0017|Inglés|2|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0018|Programación Exploratoria|3|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0019|Estructuras de Almacenamiento de Datos|3|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0020|Metodologías de Desarrollo de Software I|3|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0021|Arquitectura de Computadoras I|3|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0022|Programación Orientada a Objetos|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0023|Bases de Datos I|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0024|Lenguajes de Programación I|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0025|Sistemas Operativos I|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0026|Investigación Operativa I|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0039|Psicología y Aprendizaje|3|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0034|Introducción a la Enseñanza de las Ciencias|4|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0037|Informática Orientada al Usuario|4|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0042|Historía y Epistemología de las Ciencias I|4|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0109|Didáctica de la Informática I|4|1er Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0048|Informática Educativa|4|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0052|Historía y Epistemología de las Ciencias II|4|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0110|Seminario de Enseñanza de la Informática|4|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0111|Didáctica de la Informática II|4|2do Cuatrimestre|S
Profesorado en Informática para EGB 3 y Educación Polimodal|207|1997|0203|Práctica Profesional|5||S
Profesorado en Informática|208|1997|0034|Introducción a la Enseñanza de las Ciencias|1|1er Cuatrimestre|S
Profesorado en Informática|208|1997|0037|Informática Orientada al Usuario|1|1er Cuatrimestre|S
Profesorado en Informática|208|1997|0042|Historía y Epistemología de las Ciencias I|1|1er Cuatrimestre|S
Profesorado en Informática|208|1997|0109|Didáctica de la Informática I|1|1er Cuatrimestre|S
Profesorado en Informática|208|1997|0039|Psicología y Aprendizaje|1|2do Cuatrimestre|S
Profesorado en Informática|208|1997|0048|Informática Educativa|1|2do Cuatrimestre|S
Profesorado en Informática|208|1997|0052|Historía y Epistemología de las Ciencias II|1|2do Cuatrimestre|S
Profesorado en Informática|208|1997|0110|Seminario de Enseñanza de la Informática|1|2do Cuatrimestre|S
Profesorado en Informática|208|1997|0111|Didáctica de la Informática II|1|2do Cuatrimestre|S
Profesorado en Informática|208|1997|0203|Práctica Profesional|2|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0001|Introducción a la Programación I|1|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0034|Introducción a la Enseñanza de las Ciencias|1|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0145|Algebra I|1|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0004|Ciencias de la Computación I|1|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0005|Introducción a la Programación II|1|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0127|Matemática Discreta|1|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0188|Tecnología Educativa|1|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0008|Ciencias de la Computación II|2|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0010|Introducción a la Arquitectura de Sistemas|2|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0042|Historía y Epistemología de las Ciencias I|2|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0189|Didáctica de la Informática|2|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0015|Probabilidades y Estadística|2|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0017|Inglés|2|2do Cuatrimestre|N
Profesorado en Informática|208|2010|0039|Psicología y Aprendizaje|2|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0156|Estructuras de Datos|2|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0157|Algorítmos|2|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0239|Prueba de Aptitud de Ingles|2|2do Cuatrimestre|N
Profesorado en Informática|208|2010|0020|Metodologías de Desarrollo de Software I|3|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0022|Programación Orientada a Objetos|3|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0161|Introducción a las Bases de Datos|3|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0190|Seminario Taller: Problemáticas de la Enseñanza de la Informática|3|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0014|Comunicación de Datos I|3|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0024|Lenguajes de Programación I|3|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0052|Historía y Epistemología de las Ciencias II|3|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0191|Enseñanza y Aprendizaje en Espacios Virtuales|3|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0160|Tecnologías de Redes I|4|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0192|Taller de Producción de Materiales Educativos Hipermedia|4|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0194|Práctica Docente I|4|1er Cuatrimestre|S
Profesorado en Informática|208|2010|0025|Sistemas Operativos I|4|2do Cuatrimestre|S
Profesorado en Informática|208|2010|0195|Práctica Docente II|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0058|Física I|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0077|Cálculo Infinitesimal I|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0079|Introducción a la Problemática Ambiental y a la Ecología|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0090|Química Inorgánica|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0091|Introducción a la Informática|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0006|Geometría y Algebra Lineal|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0059|Física II|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0060|Física Experimental I|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0080|Química Orgánica y Biológica|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0061|Física III|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0062|Física Experimental II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0081|Cálculo Infinitesimal II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0092|Química Ambiental|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0063|Física IV|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0064|Física Experimental III|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0082|Fundamentos de Ecología|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0083|Introducción a las Ciencias Biológicas|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0065|Estructura de la Materia|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0085|Estadística y Análisis de Datos|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0093|Mecánica de Fluidos|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0094|Nociones de Derecho Ambiental y Legislación|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0045|Cálculo Numérico|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0068|Termofísica|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0096|Detección y Medición de Radiación e.m. y Corpuscular|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0097|Ciencias de la Tierra I|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0098|Detección de Contaminantes en Aire y Efluentes Gaseosos|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0099|Detección de Contaminantes en Agua y Efluentes Líquidos|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0100|Residuos Sólidos|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0206|Pasantía|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0101|Optica y Fotofísica|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0102|Fluidodinámica Ambiental|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0103|Ciencias de la Tierra II|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0104|Economía Ambiental|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0105|Ciencias de la Tierra III|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0106|Calidad del Aire y Procesos de Tratamiento de Efluentes Gaseosos|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0107|Calidad del Agua y Procesos de Tratamiento de Efluentes Líquidos|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0108|Transporte y Procesamiento de Residuos Sólidos y Materiales de Riesgo|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0204|Pasantía|5|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0017|Inglés||1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|1998|0176|Formulación y Evaluación de Proyectos|||N
Licenciatura en Tecnología Ambiental|209|1998|0182|Evaluación de Impacto Ambiental|||N
Licenciatura en Tecnología Ambiental|209|1998|2001|Optativa Genérica Tecnología Ambiental|||N
Licenciatura en Tecnología Ambiental|209|1998|3004|Física Nuclear|||N
Licenciatura en Tecnología Ambiental|209|1998|3011|Introducción a las Ondas en los Medios Continuos|||N
Licenciatura en Tecnología Ambiental|209|1998|3015|Luminiscencia en Sólidos|||N
Licenciatura en Tecnología Ambiental|209|1998|3017|Introducción a la Interacción de la Radiación Ionizante con la Materia, su Detección y Dosimetría|||N
Licenciatura en Tecnología Ambiental|209|1998|3018|Fluidodinámica Experimental|||N
Licenciatura en Tecnología Ambiental|209|1998|3020|Modelos Matemáticos en Ecotoxicología|||N
Licenciatura en Tecnología Ambiental|209|1998|3021|Ensayos Ecotoxicológicos|||N
Licenciatura en Tecnología Ambiental|209|1998|3025|Clima Local|||N
Licenciatura en Tecnología Ambiental|209|1998|3027|Dosimetría en Radioterapia|||N
Licenciatura en Tecnología Ambiental|209|1998|3029|Herramientas para el Análisis de Datos Medioambientales|||N
Licenciatura en Tecnología Ambiental|209|1998|3031|Auditorías Ambientales|||N
Licenciatura en Tecnología Ambiental|209|1998|3032|Gestión Ambiental de la Empresa|||N
Licenciatura en Tecnología Ambiental|209|1998|3033|Sistemas de Información Geográficos Vectoriales|||N
Licenciatura en Tecnología Ambiental|209|1998|3035|Introducción a la Exploración Geofísica|||N
Licenciatura en Tecnología Ambiental|209|1998|3038|Teoría Cuántica de la Física del Estado Sólido|||N
Licenciatura en Tecnología Ambiental|209|1998|3042|Técnicas Espectroscópicas Aplicadas. Análisis de Contaminantes|||N
Licenciatura en Tecnología Ambiental|209|1998|3043|Tratamiento Digital de Imágenes y su Uso en Estudios Medioambientales|||N
Licenciatura en Tecnología Ambiental|209|1998|3044|Medios de Representación|||N
Licenciatura en Tecnología Ambiental|209|1998|3055|Ecología Animal|||N
Licenciatura en Tecnología Ambiental|209|1998|3062|Seguridad e Higiene Industrial|||N
Licenciatura en Tecnología Ambiental|209|2006|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0091|Introducción a la Informática|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0151|Química General e Inorgánica|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0168|Tecnología, Ambiente y Sociedad|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0006|Geometría y Algebra Lineal|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0080|Química Orgánica y Biológica|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0169|Física General I|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0011|Análisis Matemático II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0170|Física General II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0171|Biología|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|3087|Polímeros y Biopolímeros|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006|3097|Termodinámica de los Diagramas de Fase|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006|3098|Termofísica RCA 051/2022|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006|0045|Cálculo Numérico|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0082|Fundamentos de Ecología|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0092|Química Ambiental|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|3076|Paleoclima, Paleoambiente y Magnetismo|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006|0093|Mecánica de Fluidos|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0104|Economía Ambiental|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0172|Ciencias de la Tierra I|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0173|Legislación Ambiental|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0015|Probabilidades y Estadística|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0100|Residuos Sólidos|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0174|Contaminación Atmosférica|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0175|Contaminación en Agua|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0176|Formulación y Evaluación de Proyectos|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0102|Fluidodinámica Ambiental|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0177|Ciencias de la Tierra II|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0178|Radiación|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0179|Tratamiento de Efluentes Gaseosos|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0180|Tratamiento de Efluentes Líquidos|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0181|Tratamiento de Residuos Sólidos|5|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0182|Evaluación de Impacto Ambiental|5|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0209|Práctica Profesional Supervisada|5|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0210|Proyecto Final|5|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0017|Inglés||1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006|0060|Física Experimental I|||N
Licenciatura en Tecnología Ambiental|209|2006|0062|Física Experimental II|||N
Licenciatura en Tecnología Ambiental|209|2006|0064|Física Experimental III|||N
Licenciatura en Tecnología Ambiental|209|2006|0065|Estructura de la Materia|||N
Licenciatura en Tecnología Ambiental|209|2006|0068|Termofísica|||N
Licenciatura en Tecnología Ambiental|209|2006|0101|Optica y Fotofísica|||N
Licenciatura en Tecnología Ambiental|209|2006|2002|Optativa Genérica Tecnología Ambiental|||N
Licenciatura en Tecnología Ambiental|209|2006|3004|Física Nuclear|||N
Licenciatura en Tecnología Ambiental|209|2006|3011|Introducción a las Ondas en los Medios Continuos|||N
Licenciatura en Tecnología Ambiental|209|2006|3018|Fluidodinámica Experimental|||N
Licenciatura en Tecnología Ambiental|209|2006|3021|Ensayos Ecotoxicológicos|||N
Licenciatura en Tecnología Ambiental|209|2006|3038|Teoría Cuántica de la Física del Estado Sólido|||N
Licenciatura en Tecnología Ambiental|209|2006|3042|Técnicas Espectroscópicas Aplicadas. Análisis de Contaminantes|||N
Licenciatura en Tecnología Ambiental|209|2006|3044|Medios de Representación|||N
Licenciatura en Tecnología Ambiental|209|2006|3048|Termodinámica de los Diagramas de Fase|||N
Licenciatura en Tecnología Ambiental|209|2006|3050|Variabilidad Climática y Gases Efecto Invernadero|||N
Licenciatura en Tecnología Ambiental|209|2006|3053|Gestión Ambiental de Sistemas Urbanos|||N
Licenciatura en Tecnología Ambiental|209|2006|3054|Sensores Remotos|||N
Licenciatura en Tecnología Ambiental|209|2006|3055|Ecología Animal|||N
Licenciatura en Tecnología Ambiental|209|2006|3057|Introducción a las Ciencias Experimentales|||N
Licenciatura en Tecnología Ambiental|209|2006|3058|Fuentes Alternativas de Energía|||N
Licenciatura en Tecnología Ambiental|209|2006|3059|Gestión Ambiental de Sistemas Rurales|||N
Licenciatura en Tecnología Ambiental|209|2006|3060|Gestión Ambiental de la Empresa|||N
Licenciatura en Tecnología Ambiental|209|2006|3061|Materia Prima Agroindustrial|||N
Licenciatura en Tecnología Ambiental|209|2006|3062|Seguridad e Higiene Industrial|||N
Licenciatura en Tecnología Ambiental|209|2006|3063|Microbiología General|||N
Licenciatura en Tecnología Ambiental|209|2006|3064|Marcos Naturales y Problemas Ambientales de la Argentina|||N
Licenciatura en Tecnología Ambiental|209|2006|3065|Gestión  Ambiental de Sistemas Rurales|||N
Licenciatura en Tecnología Ambiental|209|2006|3066|Fuentes de Energía Renovables y Mitigación del Cambio Climático|||N
Licenciatura en Tecnología Ambiental|209|2006|3067|Proyectos Experimentales Sencillos|||N
Licenciatura en Tecnología Ambiental|209|2006|3075|Modelación Numérica de Areas Estuarinas|||N
Licenciatura en Tecnología Ambiental|209|2006|3078|Métodos y Aplicaciones a Estudios Ambientales|||N
Licenciatura en Tecnología Ambiental|209|2006|3079|Sistemas de Información Geográfica|||N
Licenciatura en Tecnología Ambiental|209|2006|3080|Recursos Biológicos|||N
Licenciatura en Tecnología Ambiental|209|2006|3081|Ordenación Ambiental del Territorio|||N
Licenciatura en Tecnología Ambiental|209|2006|3082|Cartografía y Teledetección|||N
Licenciatura en Tecnología Ambiental|209|2006|3083|Investigación Operativa|||N
Licenciatura en Tecnología Ambiental|209|2006|3084|Termodinámica y Máquinas Térmicas|||N
Licenciatura en Tecnología Ambiental|209|2006|3089|Tratamientos de Aguas|||N
Licenciatura en Tecnología Ambiental|209|2006|3090|Tecnologías Alternativas|||N
Licenciatura en Tecnología Ambiental|209|2006|3091|Modelación de Sistemas Ambientales|||N
Licenciatura en Tecnología Ambiental|209|2006|3093|Seminario: Agroecología como Proceso de Desarrollo Sustentable|||N
Licenciatura en Tecnología Ambiental|209|2006|3094|Introducción a la Comunicación Pública de la Ciencia|||N
Licenciatura en Tecnología Ambiental|209|2006|3096|Termofísica RD 130/2021|||N
Licenciatura en Tecnología Ambiental|209|2006|3099|Sanidad Forestal|||N
Licenciatura en Tecnología Ambiental|209|2006|3100|Cambio Climático y su Efecto sobre el Ambiente|||N
Licenciatura en Tecnología Ambiental|209|2006|3101|Recursos Hídricos|||N
Licenciatura en Tecnología Ambiental|209|2006|3102|Biogeografía|||N
Licenciatura en Tecnología Ambiental|209|2006|3103|Geomorfología y Riesgos Naturales|||N
Licenciatura en Tecnología Ambiental|209|2006|3105|Optica y Fotofísica|||N
Licenciatura en Tecnología Ambiental|209|2006|3107|Física Experimental I|||N
Licenciatura en Tecnología Ambiental|209|2006|3108|Principios de Espectroscopía: Espectroscopía LIBS|||N
Licenciatura en Tecnología Ambiental|209|2006|3109|Recursos Edáficos|||N
Licenciatura en Tecnología Ambiental|209|2006|3110|Introducción a las Ondas en los Medios Contínuos|||N
Licenciatura en Tecnología Ambiental|209|2006|3111|Herramientas Informáticas y Nuevas Tecnologías para la Física|||N
Licenciatura en Tecnología Ambiental|209|2006|3113|Sistemas de Información Geográfica con Aplicaciones en Medio Ambiente|||N
Licenciatura en Tecnología Ambiental|209|2006|3115|Biología 2|||N
Licenciatura en Tecnología Ambiental|209|2006|3116|Polímeros y Biopolímeros|||N
Licenciatura en Tecnología Ambiental|209|2006|3118|Caracterización de Materiales como Herramienta Indispensable para el Desarrollo de Materiales Sustentables|||N
Licenciatura en Tecnología Ambiental|209|2006|3120|Limnología y Ecología|||N
Licenciatura en Tecnología Ambiental|209|2006|3121|Ingeniería Acuícola y Manejo de Calidad de Agua|||N
Licenciatura en Tecnología Ambiental|209|2006|3122|Botánica Aplicada|||N
Licenciatura en Tecnología Ambiental|209|2006|4081|Electrónica|||N
Licenciatura en Tecnología Ambiental|209|2006|4088|Sobre Complejidad y Matemática Elemental|||N
Licenciatura en Tecnología Ambiental|209|2006b|0002|Análisis Matemático I|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0091|Introducción a la Informática|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0151|Química General e Inorgánica|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0168|Tecnología, Ambiente y Sociedad|1|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0006|Geometría y Algebra Lineal|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0080|Química Orgánica y Biológica|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0169|Física General I|1|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0011|Análisis Matemático II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0170|Física General II|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0171|Biología|2|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|3076|Paleoclima, Paleoambiente y Magnetismo|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3087|Polímeros y Biopolímeros|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3094|Introducción a la Comunicación Pública de la Ciencia|2|1er Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|0045|Cálculo Numérico|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0082|Fundamentos de Ecología|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0092|Química Ambiental|2|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|3044|Medios de Representación|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3097|Termodinámica de los Diagramas de Fase|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3098|Termofísica RCA 051/2022|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3105|Optica y Fotofísica|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3107|Física Experimental I|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3108|Principios de Espectroscopía: Espectroscopía LIBS|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|3110|Introducción a las Ondas en los Medios Contínuos|2|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|0093|Mecánica de Fluidos|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0104|Economía Ambiental|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0172|Ciencias de la Tierra I|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0173|Legislación Ambiental|3|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0100|Residuos Sólidos|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0237|Probabilidades y Estadística|3|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|3096|Termofísica RD 130/2021|3|2do Cuatrimestre|N
Licenciatura en Tecnología Ambiental|209|2006b|0174|Contaminación Atmosférica|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0175|Contaminación en Agua|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0176|Formulación y Evaluación de Proyectos|4|1er Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0102|Fluidodinámica Ambiental|4|2do Cuatrimestre|S
Licenciatura en Tecnología Ambiental|209|2006b|0177|Ciencias de la Tierra II|4|2do Cuatrimestre|S
