id_alumno|id_persona|carrera|plan|fecha_inscripcion|regular|calidad|localidad_nacimiento|colegio_secundario|titulo_secundario
58409|14953|201|2004|2009-04-08|N|Egreso|OLAVARRÍA|COLEGIO LIBERTAS|BACHILLER C/LABORAL EN ADMINIST.DE EMPRESAS.
58409|14953|201|2004|2009-04-08|N|Egreso|OLAVARRÍA|COLEGIO LIBERTAS|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58409|14953|201|2004|2009-04-08|N|Egreso|OLAVARRÍA|COLEGIO LIBERTAS|
58410|14953|205|2004|2009-04-08|N|Abandono|OLAVARRÍA|COLEGIO LIBERTAS|BACHILLER C/LABORAL EN ADMINIST.DE EMPRESAS.
58410|14953|205|2004|2009-04-08|N|Abandono|OLAVARRÍA|COLEGIO LIBERTAS|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58410|14953|205|2004|2009-04-08|N|Abandono|OLAVARRÍA|COLEGIO LIBERTAS|
58411|52163|206|1995|2009-04-08|N|Abandono|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58412|52164|209|2006|2009-04-15|N|Abandono|ZAPALA||
58413|3149|203|2006|2009-04-17|N|Alta Alumno|LAPRIDA|ESCUELA DE ENOLOGIA|BACHILLER MODALIDAD CIENCIAS NATURALES
58414|52165|206|1995|2009-04-17|N|Alta Alumno|TANDIL|COLEGIO SAN JOSE|BACHILLER ACADÉMICO
58415|52167|206|1995|2009-04-20|N|Alta Alumno|GENERAL MADARIAGA|E.N.E.T. NRO.1 ING. ROGELIO BOERO|
58416|52168|206|1995|2009-04-20|N|Alta Alumno|OLAVARRÍA|COLEGIO POVINCIAL DE CHIMBAS|
58417|52169|206|1995|2009-04-21|N|Abandono|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58418|52170|206|1995|2009-04-21|S|Egreso|BALCARCE|ESCUELA DE EDUCACION MEDIA NRO.3 CARMELO SANCHEZ|BACHILLER MODALIDAD CIENCIAS NATURALES
58419|52171|206|1995|2009-04-21|N|Alta Alumno|BENITO JUAREZ|ESCUELA COMERCIAL DIURNA EJERCITO DE LOS ANDES|
58421|52172|201|2004|2009-04-27|N|Alta Alumno|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58422|52173|206|1995|2009-04-28|N|Alta Alumno|MAR DEL PLATA|COLEGIO NACIONAL DR DIEGO DE SALINAS|
58423|52174|206|1995|2009-04-28|N|Alta Alumno|BAHIA BLANCA|ESCUELA DE MINAS DR. HORACIO CARRILLO|
58424|52175|206|1995|2009-04-28|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58425|52176|206|1995|2009-04-30|N|Alta Alumno|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58426|52177|201|2004|2009-05-04|N|Alta Alumno|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|
58429|52179|209|2006|2009-05-04|N|Abandono|LOMAS DE ZAMORA|ESC.NAC. NORMAL SUP. DE PROFESORADO SARMIENTO|
58430|52180|206|1995|2009-05-05|N|Alta Alumno|ADOLFO GONZALES CHAVES|COLEGIO BERNARDO O'HIGGINS COQUIMBO|
58431|52181|206|1995|2009-05-05|N|Pasivo|TANDIL|COLEGIO ALEMAN DE TEMPERLEY|BACHILLER C/ ESP.EN LENGUAS VIVAS/LENGUAS MODERNAS
58432|52182|206|1995|2009-05-07|N|Alta Alumno|MAR DEL PLATA|ESCUELA INSDUSTRIAL NRO. 5|
58433|35539|201|2004|2009-08-20|N|Alta Alumno|TANDIL|E.E,M.P.A N1013|
58434|52184|206|1995|2009-08-20|N|Alta Alumno|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|
58436|51191|203|2006|2010-02-01|N|Alta Alumno|TRES ARROYOS|ESC. URQUIZA . TUCUMAN|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58446|51707|212|2007|2010-02-02|N|Alta Alumno|AZUL|ESCUELA INDUSTRIAL NRO.4 CENTRO DE CAPACITACION TECNICA NRO.5|
58447|52137|212|2007|2010-02-03|N|Alta Alumno|MAR DEL PLATA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER ACADÉMICO
58435|52063|201|2004|2010-02-05|N|Egreso|LOBERIA|ESCUELA MEDIA Nº 2|BACHILLER CON ORIENTACION EN CIENCIAS NAT., SALUD Y AMB.
58437|52063|205|2004|2010-02-05|N|Alta Alumno|LOBERIA|ESCUELA MEDIA Nº 2|BACHILLER CON ORIENTACION EN CIENCIAS NAT., SALUD Y AMB.
58438|50943|207|1997|2010-02-05|N|Alta Alumno|BENITO JUAREZ|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58441|50356|212|2007|2010-02-05|N|Alta Alumno|OLAVARRÍA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO EN COMPUTACION
58443|50895|212|2007|2010-02-05|N|Alta Alumno|BENITO JUAREZ|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO ELECTROMECANICO C/ORIE. SERVICIOS AGRICOLAS
58444|50943|212|2007|2010-02-05|N|Alta Alumno|BENITO JUAREZ|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58439|50170|212|2007|2010-02-08|N|Alta Alumno|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER
58440|50298|212|2007|2010-02-08|N|Alta Alumno|MAR DEL PLATA|SANTA MARIA|TÉCNICO ELECTROMECANICO
58442|50858|212|2007|2010-02-08|N|Alta Alumno|TANDIL|COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58445|51646|212|2007|2010-02-08|N|Alta Alumno|DAIREAUX|ESC DE COMERCIO GRAL MANUEL BELGRANO|
58448|52163|207|1997|2010-02-09|N|Abandono|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58450|52017|201|2004|2010-02-10|N|Abandono|TANDIL|COL. NAC. A. ALVAREZ|
58452|52052|201|2004|2010-02-10|N|Alta Alumno|GOYA|INSTITUTO SECUNDARIO DE RAUCH|BACHILLER MODALIDAD CIENCIAS NATURALES
58456|2364|212|2007|2010-02-11|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58457|51891|212|2007|2010-02-11|N|Alta Alumno|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58455|48746|212|2007|2010-02-12|N|Alta Alumno|BENITO JUAREZ|DR. RODRIGUEZ Y OLMOS|TÉCNICO MECANICO
58458|51965|212|2007|2010-02-12|N|Alta Alumno|TANDIL|COLEGIO SANTO DOMINGO|
58459|50988|212|2007|2010-02-15|N|Alta Alumno|TRES ARROYOS|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58460|50242|212|2007|2010-02-16|N|Egreso|MAR DEL PLATA|ESCUELA DE EDUCACIÓN TÉCNICA Nº5|Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria
58461|51061|212|2007|2010-02-16|N|Alta Alumno|MAR DEL PLATA|COLEGIO UNIVERSIARIO CENTRAL GRAL. JOSE DE SAN MARTIN|
58462|49793|212|2007|2010-02-17|N|Alta Alumno|TANDIL|EL TRANSITO DE NUESTRA SEÑORA|BACHILLER CONTABLE
58463|48626|212|2007|2010-02-18|N|Alta Alumno|TANDIL|MONS. AMERICO ORZALI|TÉCNICO EN COMPUTACION
58464|51322|212|2007|2010-02-19|N|Alta Alumno|OLAVARRÍA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58465|51833|205|2004|2010-02-22|N|Alta Alumno|MAR DEL PLATA|ANGEL DOMINGO ROJAS|
58470|51662|212|2007|2010-02-23|N|Alta Alumno|TANDIL|COLEGIO SANTO DOMINGO|
58466|52169|201|2004|2010-02-24|N|Alta Alumno|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58468|48901|209|2006|2010-02-24|N|Alta Alumno|OLAVARRÍA|VICTORINA L. DE NAVARRO|BACHILLER COMERCIAL
58469|50339|212|2007|2010-02-24|N|Alta Alumno|BALCARCE|ESCUELA POLIMODAL NRO. 2 HIPOLITO YRIGOYEN|BACHILLER MODALIDAD CIENCIAS NATURALES
58471|51639|201|2004|2010-02-24|N|Alta Alumno|CORONEL VIDAL|COLEGIO SECUNDARIO ANTONIO DE LA TORRE|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58472|50293|205|2004|2010-02-24|N|Alta Alumno|TANDIL|ALFONSINA STORNI|BACHILLER EN CIENCIAS NATURALES
58473|51654|212|2007|2010-02-24|N|Alta Alumno|MIRAMAR|ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA|
58474|50862|212|2007|2010-02-25|N|Alta Alumno|AZUL|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58476|50588|212|2007|2010-02-25|N|Alta Alumno|LA PLATA|ESCUELA DE MINAS E INDUSTRIAL DE SAN JUAN|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58477|51992|212|2007|2010-02-25|N|Alta Alumno|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58478|49650|201|2004|2010-02-26|N|Alta Alumno|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|PERITO MERCANTIL
58479|49650|205|2004|2010-02-26|N|Alta Alumno|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|PERITO MERCANTIL
58481|51238|212|2007|2010-02-26|N|Alta Alumno|TANDIL|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|
58482|52177|205|2004|2010-03-02|N|Alta Alumno|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|
58483|51208|212|2007|2010-03-02|N|Alta Alumno|TANDIL||
58484|51088|212|2007|2010-03-03|N|Alta Alumno|MIRAMAR|ESC. SAN JUAN DE LA FRONTERA|
58485|51498|212|2007|2010-03-08|N|Alta Alumno|MAR DEL PLATA|ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA|
58486|50702|212|2007|2010-03-08|N|Alta Alumno|LAPRIDA||
58487|50565|212|2007|2010-03-09|N|Alta Alumno|AZUL|B.A.D.A|
58488|51537|212|2007|2010-03-10|N|Abandono|CÓRDOBA||
58528|24510|204|2003|2010-03-10|N|Egreso|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|BACHILLER EN ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES
58529|52110|206|1995|2010-03-10|S|Abandono|Ciudad Autónoma de Buenos Aires|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.
58530|52186|206|1995|2010-03-10|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESC.PROV.DE NV.MED.TTECNEL DE MNA LUIS PIEDRABUENA|
58508|21438|211|2004|2010-03-11|N|Egreso|TANDIL||
58509|52187|211|2004|2010-03-11|N|Alta Alumno|SAN MARTIN|NACIONAL SUPERIOR NRO. 1 DE RAWSON|
58510|52192|211|2004|2010-03-11|N|Alta Alumno|Tupiza|E.N.E.T. NRO.1 ING. ROGELIO BOERO|
58527|52190|201|2004|2010-03-11|N|Egreso|VICENTE LÓPEZ|COLEGIO NACIONAL DR DIEGO DE SALINAS|BACHILLER ACADÉMICO
58531|52188|206|1995|2010-03-11|N|Alta Alumno|TANDIL|COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO|
58533|12065|206|1995|2010-03-11|N|Abandono|TANDIL|ESCUELA DE EDUCACION TECNICA N°2 ING. FELIPE SENILLOSA|Bachiller Modalidad Humanidades y Cs. Sociales
58534|52193|201|2004|2010-03-11|N|Egreso|LOBERIA|ESC. REGIONAL SAN MARTIN|Bachiller Modalidad Comunicación Arte y Diseño y Técn. en Artes Visuales
58489|50550|212|2007|2010-03-12|N|Alta Alumno|TANDIL|MONS. AMERICO ORZALI|
58490|2489|212|2007|2010-03-12|N|Alta Alumno|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58491|52165|205|2004|2010-03-12|N|Alta Alumno|TANDIL|COLEGIO SAN JOSE|BACHILLER ACADÉMICO
58492|49257|212|2007|2010-03-12|N|Alta Alumno|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER MERCANTIL
58493|50703|212|2007|2010-03-12|N|Abandono|AZUL|ESCUELA DE EDUCACION MEDIA NRO. 4 MERCEDES G DE ROMERO|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58494|52019|212|2007|2010-03-12|N|Pasivo|OLAVARRÍA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58495|52141|212|2007|2010-03-12|N|Abandono|AYACUCHO||
58496|24014|212|2007|2010-03-12|N|Alta Alumno|TANDIL|ESCUELA DE EDUCACION MEDIA NRO.11 ARTE 3 CENTRO POLIVALENTE DE ARTE DE TANDIL|Bach.Mod.Com. Arte y Diseño/Téc.en Artes Visuales:Orient. Aux.Ilustrador
58511|52194|211|2004|2010-03-12|N|Alta Alumno|CONCORDIA|UNIVERSITARIO GENERAL SAN MARTIN|BACHILLER MERCANTIL
58512|52196|211|2004|2010-03-12|N|Alta Alumno|PALPALA|INSTITUTO SANTO TOMAS DE AQUINO|
58513|52197|211|2004|2010-03-12|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESCUELA LUIS JORGE FONTANA|TÉCNICO MECANICO
58514|52201|211|2004|2010-03-12|S|Alta Alumno|CHASCOMUS||
58535|52195|206|1995|2010-03-12|S|Alta Alumno|AZUL|ESCUELA INDUSTRIAL NRO.4 CENTRO DE CAPACITACION TECNICA NRO.5|
58537|52199|206|1995|2010-03-12|N|Alta Alumno|GENERAL CONESA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58538|52200|206|1995|2010-03-12|N|Egreso|BURZACO|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|BACHILLER EN ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES
58497|52017|205|2004|2010-03-15|N|Abandono|TANDIL|COL. NAC. A. ALVAREZ|
58500|51436|212|2007|2010-03-15|N|Alta Alumno|TANDIL|ESCUELA DE EDUCACION MEDIA NRO. 8 FUERTE DE LA INDEPENDENCIA|BACHILLER MODALIDAD CIENCIAS NATURALES
58501|51449|212|2007|2010-03-15|N|Alta Alumno|BENITO JUAREZ|ESCUELA DE EDUCACION MEDIA NRO.3 DR. BENITO JUAREZ|BACHILLER MODALIDAD CIENCIAS NATURALES
58503|52091|212|2007|2010-03-15|N|Alta Alumno|TANDIL|ESCUELA DE EDUCACIÓN SECUNDARIA Nº 10 GRAL JOSE DE SAN MARTIN|BACHILLER MODALIDAD CIENCIAS SOCIALES
58544|25754|206|1995|2010-03-15|N|Alta Alumno|TANDIL|COLEGIO SAN JOSE|Bachiller modalidad Ciencias Naturales
58498|50549|212|2007|2010-03-16|N|Abandono|TRENQUE LAUQUEN||
58499|50638|212|2007|2010-03-16|N|Alta Alumno|GENERAL MADARIAGA|AGROINDUSTRIAL 25 DE MAYO PROF. ELOY P.CAMUS|BACHILLER
58502|51816|212|2007|2010-03-16|N|Alta Alumno|SAN CLEMENTE DEL TUYU|ESC. SILVINO MARTINEZ|BACHILLER MODALIDAD COMUNICACIÓN, ARTE Y DISEÑO
58516|52204|211|2004|2010-03-16|N|Alta Alumno|LAS VARILLAS|DR. RODRIGUEZ Y OLMOS|POLIMODAL ORIENTACION COMUNICACION
58517|52205|211|2004|2010-03-16|N|Alta Alumno|SAN CLEMENTE DEL TUYU|ESCUELA COMERCIAL EJERCITO DE LOS ANDES|BACHILLER ACADÉMICO
58518|52206|211|2004|2010-03-16|N|Alta Alumno|DOLORES||
58519|52207|211|2004|2010-03-16|N|Alta Alumno|DON EMILIO|R. TAGORE|
58540|52209|201|2004|2010-03-16|N|Egreso|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58505|50646|212|2007|2010-03-17|N|Alta Alumno|MAR DEL PLATA|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|BACHILLER EN CIENCIAS NATURALES
58515|50571|211|2004|2010-03-17|N|Alta Alumno|TANDIL|ALFONSINA STORNI|BACHILLER MODALIDAD COMUNICACIÓN, ARTE Y DISEÑO
58541|52215|204|2003|2010-03-17|N|Alta Alumno|TANDIL|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|
58545|52210|206|1995|2010-03-17|N|Alta Alumno|MAR DEL PLATA|COLEGIO EL TRANSITO|
58546|52211|206|1995|2010-03-17|N|Alta Alumno|SANTIAGO DEL ESTERO|COLEGIO EL TRANSITO|
58547|52212|206|1995|2010-03-17|N|Alta Alumno|MAR DEL PLATA|COLEGIO NACIONAL SUPERIOR NRO. 1|
58548|52213|206|1995|2010-03-17|N|Egreso|MAR DEL PLATA|INSTITUTO INDUSTRIAL PABLO TAVELLI|Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico
58549|52216|206|1995|2010-03-17|N|Alta Alumno|TANDIL||
58564|17137|209|2006b|2010-03-17|S|Egreso|RIO GRANDE|COLEGIO PROVINCIAL SOBERANIA NACIONAL|BACHILLER ESPECIALIZADO: ORIENTACIÓN, ADMINISTRACIÓN Y ORGANIZACIÓN DE EMPRESAS
58504|51387|203|2009|2010-03-18|N|Alta Alumno|BALCARCE|ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ|
58520|52221|211|2004|2010-03-18|N|Egreso|LOBERIA|ESCUELA AGROTECNICA SARMIENTO|BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
58521|52223|211|2004|2010-03-18|N|Alta Alumno|CHAJARI|UNIVERSIDAD DEL ESTADO DE NUEVA YORK|BACHILLER CON ORIENTACION DOCENTE
58522|52229|211|2004|2010-03-18|S|Egreso|ADELIA MARIA|INSTITUTO ADELIA MARIA|BACHILLER MERCANTIL
58523|52231|211|2004|2010-03-18|N|Alta Alumno|PUERTO BELGRANO|ESCUELA DE MINAS DR. HORACIO CARRILLO|
58550|52217|206|1995|2010-03-18|N|Egreso|MAR DEL PLATA|COLEGIO JOSE MANUEL ESTRADA|
58553|52220|206|1995|2010-03-18|N|Abandono|BAHIA BLANCA|ESCUELA SUP. DE COMERCIO PROF. PRUDENCIO CORNEJO|BACHILLER HUMANISTICO
58554|52222|206|1995|2010-03-18|N|Alta Alumno|MAR DEL PLATA|COL. S. GUEMES RURAL- CORDOBA|
58555|52224|206|1995|2010-03-18|N|Alta Alumno|PEHUAJO|ESCUELA DE NIVEL MEDIO NIQUIVIL|BACHILLER ACADÉMICO
58557|52226|206|1995|2010-03-18|N|Egreso|AVELLANEDA|ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN|BACHILLER MODALIDAD CIENCIAS NATURALES
58558|52227|206|1995|2010-03-18|N|Alta Alumno|NECOCHEA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58559|52228|206|1995|2010-03-18|N|Alta Alumno|LOBERIA|ESCUELA AGROTECNICA SARMIENTO|
58560|52230|206|1995|2010-03-18|N|Alta Alumno|TANDIL|COLEGIO SANTO DOMINGO|
58506|47665|207|1997|2010-03-19|N|Abandono|FRANCISCO MADERO||
58524|52232|211|2004|2010-03-19|N|Alta Alumno|Ciudad Autónoma de Buenos Aires||
58525|52233|211|2004|2010-03-22|N|Alta Alumno|CHASCOMUS|COLEGIO F. J. FERRERO|BACHILLER EN CIENCIAS NATURALES
58561|52234|206|1995|2010-03-22|N|Egreso|TANDIL|COLEGIO SAN JOSE|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58562|52235|206|1995|2010-03-22|N|Alta Alumno|MAR DEL PLATA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58563|52236|206|1995|2010-03-22|N|Abandono|BALCARCE|INSTITUTO SANTA ROSA DE LIMA|BACHILLER ACADÉMICO
58565|49255|212|2007|2010-03-22|N|Alta Alumno|BENITO JUAREZ|COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
58571|52237|206|1995|2010-03-22|N|Alta Alumno|SAN CAYETANO|COLEGIO INGLES CATOLICO|
58573|52240|206|1995|2010-03-22|N|Abandono|AZUL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|
58574|52242|206|1995|2010-03-22|N|Alta Alumno|MAR DEL PLATA|ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58575|16863|206|1995|2010-03-22|N|Alta Alumno|LAS FLORES|ESCUELA DE EDUCACION MEDIA NRO. 2 DOMINGO F. SARMIENTO|BACHILLER EN HUMANIDADES Y CS SOCIALES
58576|41029|204|2003|2010-03-22|N|Egreso|TANDIL|COLEGIO SANTO DOMINGO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
58576|41029|204|2003|2010-03-22|N|Egreso|TANDIL|PROF. FROILAN FERRERO2|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58577|52245|204|2003|2010-03-22|N|Egreso|TANDIL|ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN|BACHILLER MODALIDAD CIENCIAS NATURALES
58579|52241|205|2004|2010-03-22|N|Alta Alumno|RAUCH|AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO|
58582|52246|206|1995|2010-03-22|N|Alta Alumno|OLAVARRÍA|COLEGIO NACIONAL SUPERIOR NRO.1 DE RAWSON|
58616|52243|211|2004|2010-03-22|N|Egreso|SAN FERNANDO DEL VALLE DE CATAMARCA|ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ|
58566|32618|203|2009|2010-03-23|N|Alta Alumno|TANDIL|PROFESOR JAVIER FROILAN FERRERO|TECNICO EN INFORMATICA PERSONAL Y PROFESIONAL
58567|51116|203|2009|2010-03-23|N|Alta Alumno|AYACUCHO|ANGEL DOMINGO ROJAS|
58568|51110|212|2007|2010-03-23|N|Alta Alumno|BOLIVAR|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|
58581|52250|205|2004|2010-03-23|N|Egreso|SAN MARTIN|ESCUELA DE EDUCACION MEDIA NRO.11 ARTE 3 CENTRO POLIVALENTE DE ARTE DE TANDIL|BACHILLER MODALIDAD COMUNICACIÓN, ARTE Y DISEÑO
58583|52248|206|1995|2010-03-23|N|Alta Alumno|Indeterminada|ESC. SUPERIOR SARMIENTO|
58584|52252|206|1995|2010-03-23|N|Alta Alumno|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|
58585|52253|206|1995|2010-03-23|N|Egreso|TANDIL|ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1|PERITO AUXILIAR CARTÓGRAFO
58586|52256|206|1995|2010-03-23|N|Alta Alumno|OLAVARRÍA||
58587|52254|205|2004|2010-03-23|N|Alta Alumno|SAN JUSTO|ESCUELA DE COMERCIO L.G.S.M.|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58588|52259|205|2004|2010-03-23|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|
58589|52255|209|2006|2010-03-23|N|Alta Alumno|TRES ARROYOS|COL. NAC. P. CABRERA|
58590|52262|209|2006|2010-03-23|N|Alta Alumno|Indeterminada|COL. NAC. A. ALVAREZ|
58598|17187|206|1995|2010-03-23|N|Alta Alumno|SAN AGUSTIN|ESCUELA POLIMODAL NRO. 2|BACHILLER EN CIENCIAS ECONOMICAS
58599|17462|206|1995|2010-03-23|N|Alta Alumno|MAR DEL PLATA|INSTITUTO INMACULADA CONCEPCION|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
58600|52261|206|2011|2010-03-23|N|Alta Alumno|SAN JOSE DE FELICIANO|COLEGIO SECUNBDARIO NACIONAL SEÑORA DE LUJAN|
58601|52263|206|1995|2010-03-23|N|Alta Alumno|LA PLATA|ESCUELA POLIMODAL NRO. 2 GRAL BARTOLOME MITRE|BACHILLER EN CIENCIAS EXACTAS Y NATURALES
58617|52247|211|2004|2010-03-23|N|Alta Alumno|Ciudad Autónoma de Buenos Aires|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|BACHILLER
58618|52251|211|2004|2010-03-23|N|Alta Alumno|PUAN|LICEO PAULA ALBARRACIN DE SARMIENTO|PERITO MERCANTIL C/ESP. CONTABLE IMPOSITIVA
58619|52265|211|2004|2010-03-23|N|Alta Alumno|CONCEPCION||
58859|50831|203|2009|2010-03-23|N|Alta Alumno|BALCARCE|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58570|51213|205|2004|2010-03-25|N|Alta Alumno|AYACUCHO|ANGEL DOMINGO ROJAS|
58591|17143|209|2006|2010-03-25|N|Egreso|OLAVARRÍA|ESC. ADULTOS Nº 34|Bach.Modalidad Econ.y Gestión de las Org.y  Técnico en Gestión Organizacional
58592|17142|209|2006|2010-03-25|N|Egreso|BAGNO A RIPOLI|CENTRO DE ESTUDIOS SUPERIOR DEL SUR|BACHILLER MODALIDAD CIENCIAS NATURALES
58593|50102|212|2007|2010-03-25|N|Alta Alumno|TANDIL|CACIQUE ANGACO|PERITO MERCANTIL
58594|50337|212|2007|2010-03-25|N|Alta Alumno|GENERAL MADARIAGA|ACADEMIA IRIS|TÉCNICO ELECTRONICO
58595|52266|212|2007|2010-03-25|N|Alta Alumno|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER
58596|32338|212|2007|2010-03-25|N|Alta Alumno|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR
58603|52269|206|1995|2010-03-25|N|Egreso|MAR DEL PLATA|INSTITUTO JUVENILIA (EX 9011)|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58604|52270|206|1995|2010-03-25|S|Alta Alumno|DAIREAUX|"ESCUELA DE EDUCACIÓN TÉCNICA N°1 ""CEFERINO NAMUNCURÁ"""|Bachiller Modalidad Producción de Ciencias Naturales
58606|52273|206|1995|2010-03-25|N|Egreso|AZUL|ESCUELA DE EDUCACION MEDIA NRO.5 ESTEBAN ECHEVERRIA (EX COLEGIO NACIONAL)|BACHILLER ESPECIALIZADO EN PEDAGOGIA
58607|52274|206|1995|2010-03-25|N|Alta Alumno|TANDIL|ESCUELA DE COMERCIO NRO.30 ANGEL CERVERA|
